pdehello	mastodon.social	[110286613322229789, 110040584520654856, 110267588693459840, 110245326066448548, 110244305458437959, 110217459669643831, 110202726903342953, 109362200669065912, 109793771161026036, 109314929306562354, 109848565082632555, 109537531797420389, 109257554026516761, 108307435503539025, 109258636566275551, 110114336916967312, 109520923550485380, 109349662899196581, 110128502546005760, 109342651076821329, 110108312296185159, 110105460638135628, 110015350407560779, 107804300365443103, 110080219259516976, 109543956156273625, 109749409879500517, 110020964923155487, 567712, 109247815235413573, 109842528506226084, 109541755303493867, 109960421819000773, 109895523202591381, 109948125291938797, 109947934795022430, 107192220324249637, 109845298550366701, 109926534067620785, 109826298710147677, 109900971265105744, 109310618837743277, 109894221900318131, 109883668344758465, 109858304587222386, 109457327586203705, 109842910512386775, 109857955238763619, 109854133867048786, 109852760857640702, 109852574899228233, 109848217179203604, 109298344364672504, 109846611029614584, 109378117547544536, 109459886592242266, 109841487342356728, 109840433552417010, 109840328587053308, 109839511978191383, 109511252538515633, 109667619154502108, 109792664595014072, 109818234365670727, 109812406789109045, 109299203826547000, 2135, 109796196431579917, 109515760370837947, 109784906489920018, 109769181682206202, 109442084759736071, 109446905362709182, 109752151546688693, 109317202188637411, 109554008057681856, 109745678629633039, 416433, 109734506473674772, 109718658751878650, 109719850966767168, 109723050351507977, 109721856956659524, 1281510, 109717774995392763, 109716431158611587, 109258848681882047, 109274359661215335, 373887, 109493788212582102, 109651987330172472, 109661141957513680, 109667197202026321, 109546944009112051, 109473770715041768, 109655755136690151, 109429106882847775, 109650172718716371, 109530120750383867, 109641425792857880, 109638735442419749, 109638068234243407, 72915, 109632075470924096, 109622290758419458, 109320965910475836, 109605275139979332, 109626218115383751, 109474463454410227, 109626230431949550, 109300345725917806, 109600565098282268, 109621542593534683, 109620616152487020, 109351084907249140, 109620926310135001, 109620117280256114, 109610021894503899, 109609942751563017, 109332174439614214, 109292341202462856, 109606056065958098, 109604837751720127, 109593223492850719, 109374804298637505, 109599358583313735, 109308611368268290, 109593643743332985, 109373983487929905, 109575787353540144, 107262190025898821, 109298937364118746, 109523812781520884, 109533538038142174, 109364076225891299, 109459037425083669, 109372055428614881, 109402620922923002, 109580474411623746, 109333088960140345, 190884, 109291920281393820, 109579138663309717, 108234433653605009, 109578840475827794, 109311756851793457, 109575662916374186, 109552679382173805, 109523106619957104, 109354564202240035, 109547301871932177, 109558486853983277, 109564581427277831, 109508615220064721, 109562928577185095, 109556897727603570, 504630, 109456898482089205, 109381135678095347, 109552423045668572, 109551973321463037, 258905, 109381696696522245, 109362227246364908, 109502683470429897, 109548195893176184, 2400, 109546935008786066, 109528886504403222, 109363586806124150, 109247252693018834, 109378200831467635, 109545967108336363, 530798, 492366, 109426137766472087, 109366638351966432, 109419010860806042, 109541915865796920, 109541226435838224, 109344049581320804, 109540973427371214, 109541304692887318, 109366452827024456, 109541111398672277, 109393695874140548, 109540999638082192, 109363684127587768, 109540877363286782, 109461382540986617, 109317915236666186, 108195688151224488, 109493379781712399, 109522194919244986, 109365360059973024, 109490082269796555, 109538699068605979, 109497468849946983, 109435627139793663, 109529668090564760]	Journalism
cgseife	sciencemastodon.com	[110259572512417564, 110265179679706361, 110250512226091029, 107464510059495997, 108243222540633833, 110193780520633138, 110198053801463509, 109361949712406322, 109257554026516761, 109258636566275551, 109257458420206299, 110131558717404450, 110128458948687253, 110128543818838346, 109355060256366027, 109508942534181320, 109367919444048964, 109503077361048578, 110108312296185159, 108194890308088987, 110027561090191350, 110020964923155487, 109242193925146446, 109395412370281647, 109842528506226084, 109243957829941076, 109259103818935036, 109954489119742135, 109895523202591381, 109867010145496383, 109940129441964493, 109929257713406828, 109845298550366701, 109926534067620785, 109865025092396275, 109842910512386775, 109857955238763619, 109854133867048786, 109851232335350302, 109841098278372551, 109837813545870265, 108478157779470335, 1078390, 109752061446894171, 109254771723925400, 478928, 109258567966220167, 39680, 109521092989314286, 109258891659847994, 109361306264413907, 109243583833662453, 109515760370837947, 108217661718174629, 109246921462121688, 416433, 109726087932371287, 423111, 34064, 109246823249940290, 109507122955182861, 72915, 106656309733844853, 42515, 869700, 107262190025898821, 109509277790023708, 109559627267698519, 109354564202240035, 562567, 496532, 109516155917036114, 492366, 109537736928197566, 692631, 109509809865349800, 39917, 281427, 1078215, 109238694532382020, 109513546095078614, 404520, 109291693145480049, 108196189910647092, 109314490904616813, 485987, 487149, 109520936976332596, 108194791493448408, 109245396706415461, 108192878258783202, 109259304950821771, 109365800102286330, 109293758895499988, 109259310886273240, 109258084145125670, 109520785389117489, 109234840206704865, 109520738206839480, 1281446, 109512918394822832, 109366343066948300, 109362301443416134, 109290840229128384, 109328753076165083, 109521032613939160, 109296125665342976, 109303223203074008, 109521126489373607, 233440, 109525598627884396, 17256, 109518611184140125, 109509892430680006, 108074175128813052, 109524654152945359, 109258927624425355, 109331360386915615, 109496420030655661, 109520910785931951, 107211603805633256, 109520600077491547, 107264774870848591, 109244883468233117, 944868, 109258119504438242, 225258, 109502441069238255, 300460, 109504721305048079, 518155, 109242875206644932, 834222, 109472451044037563, 109520935197639682, 109243184625908674, 109520695865300649, 109502053190111179, 109243542627532609, 109242872651792271, 109504768313152093, 109520814509605382, 136275, 109514093864100121, 480681, 109507245413953974, 109509206309816436, 109354721292508700, 108192499746624421, 109512618947272222, 109249128734016128, 786534, 109241009733510564, 109259380697731778, 107192220324249637, 109507610191425722, 109314665793618532, 109269307006469251, 109244134641674511, 41487, 489628, 109324012198887847, 383993, 108197360372883464, 109358544043904637, 109498400264324973, 109502934419350028, 109311767904884611, 412965, 109249477334819269, 109499813402546988, 109502706149150610, 108195851422062123, 108196362860414853, 109501217328716826, 109112152658530949, 108080487681172690, 108195926010976797, 109243522182397074, 109257671315105482, 108194807513335162, 109494243562003337, 109212174332818835, 109355114773234029, 109355633517168541, 149267, 109306484105234607, 107657181250084858, 108241962278334022, 108138475124090858, 109243396214648292, 109259673086902606, 519190, 109362128629797319, 107818937073671548, 109245241662522796, 108220074476382704, 109248554302027183, 109311582723284692, 109362823238423363]	Journalism
delima	mstdn.social	[]	Journalism
akrazia	sfba.social	[109845298550366701, 109891283186167941, 108192967613640146, 109863806758558518, 109257843026382031, 109851232335350302, 109360109388916116, 109520793965966830, 109246530404595912, 234712, 452967, 109514869210871564, 109323111344531443, 109491426936960369, 4554, 108194503692748963, 109237604474087383, 109335139887635280, 108080487681172690, 984718, 41487, 109312476472693223, 109355114773234029, 72915, 28612, 109203180809828991, 410162, 109257839126102333, 109510719375396591, 492366, 109361944639645822, 109524273939644957, 109521003148678105, 109510199813377181, 108195688151224488, 109244819788754554, 109242323400096066, 433020, 156899, 109249829218001663, 109323126980398193, 109309812926380966, 471477, 109252990370958330, 109248919941092315, 109259021840449625, 109292147921875411, 502809, 109361685996316235, 225258, 896389, 109504721305048079, 518155, 109243184625908674, 109243542627532609, 109520672668546438, 109514110925735528, 109264555419910620, 489628, 450944, 109496774862559988, 109362312084093602, 109359434266456031, 109355376511552562, 109246700967946905, 107215301464188384, 27053, 26152, 109253146622321787, 109243388372609150, 108176559827658279, 504181, 106866558268854413, 26730, 109382339716209931, 329234, 109359426227212551, 2500, 131409, 20157, 109244394900152990, 109287496675080773, 17781, 308170, 109299595546769767, 567724, 109240990170827357, 108184629471353777, 203916, 950816, 828948, 108197693096000684, 237823, 109247219736728009, 240286, 109252733864552026, 108197282241729974, 109297220826055743, 109224174204611597, 531360, 108195040307698081, 668022, 108131308453178767, 109244081326433869, 464233, 311770, 477406, 109243706270006429, 109251072677005622, 480493, 458874, 4387, 108196086271676113, 109222112463195592, 1150722, 109134, 109317193600523847, 1297504, 109313583679608371, 109289300716518784, 108235009051976422, 108240181602727391, 15090, 1132426, 109258870719089777, 16999, 109244340112001506, 108195656507192160, 109258324785589637, 145374, 108472813915402799, 41199, 18760, 108193960512743068, 513224, 109257367139319850, 109257994366521641, 260886, 109247166398875744, 109242299975760174, 109246952998379231, 109112861649032895, 109248498697322988, 109258683284460813, 109253107245045427, 109242267525409934, 109243596766260369, 991524, 322617, 109243488853574031, 108227814837493933, 522051, 109254370231441291]	Journalism
keribla	mstdn.social	[109823852697918727, 110295540914314106, 450829, 110281833895893594, 1099389, 110280101010299943, 110279729904688180, 324602, 110276083794569575, 109520949079004284, 109248172140267215, 109242900938345669, 110090945533560092, 109253288464043190, 1138175, 110212748805321796, 110216198561081620, 109247919068425402, 109138679664740236, 135824, 109237360629678411, 471831, 109984446505647260, 109246530404595912, 110154214038170695, 109362248578360468, 109997601896399775, 109252199157848183, 109243768827647268, 110131507503864874, 110137964203776812, 110128881170754187, 110018089870988828, 109258636566275551, 110108312296185159, 110102152361797920, 961187, 109838199362506749, 110018733635726029, 109962119688508222, 110020964923155487, 109942871829416155, 109999579518957890, 109995105592833384, 198503, 109987757025617528, 109842528506226084, 109940129441964493, 109845298550366701, 109895664556529910, 109872143717261151, 109858433880594253, 109245050267069349, 109861759289855697, 109857955238763619, 109431701177690049, 109854169847907308, 109846746610948402, 109837218337872673, 109492414681134762, 42625, 109520999032468874, 109253794537020425, 109244775171694501, 109504200199644587, 109254771723925400, 263194, 107593712683148295, 109244300415875978, 109326897016639909, 109520636399893945, 416433, 109501278932618300, 109377287124914270, 109491277681152794, 109505815068443318, 108080487681172690, 109507753526098607, 109609174939449104, 109505294123470213, 72915, 109355114773234029, 498202, 109520889610226738, 109514079259094843, 236779, 1281493, 109492555567107288, 107484967262733947, 109361996894097568, 109245948800838864, 109507043965874854, 109503009297465535, 584372, 109246709110321086, 108192866791193101, 108081521986530395, 109360473432334702, 109516862670859886, 108415085209496375, 109246823249940290, 109520931621333046, 109493372441962708, 109245862147744765, 109438729153983598, 108079544837604412, 109569431410419533, 109502260753916593, 109258018676849983, 109510199813377181, 109362301016765806, 109358544043904637, 109297951478738998, 109249184629906822, 109258182458216955, 109253741973840253, 109243339382098781, 109258108678885543, 109520658264289288, 108286276088257369, 492366, 109314505449096501, 109348611730808643, 109362118701687589, 108195688151224488, 109258943635252807, 19297, 109513546095078614, 109247577244136858, 109537282575109091, 109253326847407538, 265745, 109244386588396115, 109365564251042230, 470604, 109536142022731576, 109519125108474493, 109218782343351455, 1047328, 109520591950479063, 109535037263057112, 109303690748759310, 109502156379135753, 108192738743376361, 109507241623618400, 302501, 109356143266421749, 109248100324988115, 109520738206839480, 109520866343928732, 109512918394822832, 109366343066948300, 984718, 109259234017431796, 109254793740777342, 109361931043644593, 109525598627884396, 109520853998442445, 142863, 109520686147162383, 109362053685380515, 109362192739446079, 109253075745809751, 109524654152945359, 109520945644975808, 108684858432085091, 109521139893649590, 109510409661959267, 13969, 411658, 964646, 109314506659787077, 109298160658734496, 109246762071838775, 107211603805633256, 109520342535270520, 27938, 108132850804801887, 109520539719393010, 107264774870848591, 109363124447369964, 109353223791050195, 109493531177354437, 109521915398791911, 452526, 225258, 109521021407836051, 109502095474712670, 107138421024636089, 109501147662149000, 109520855877765072, 109504721305048079, 109520798602836352, 109259664895437104, 518155, 109521092955224172, 109521083346670813, 109521098835924772, 109520885629162392, 109520769812678245]	Journalism
willknight	mastodon.social	[110306534362401017, 109860655675869429, 109380858684560106, 110204259782165721, 110297564205602102, 110303550366407096, 110301502540162647, 110000477131104596, 110295970515849658, 110294801804839469, 110288021947309342, 109966951068659895, 107365521101787261, 109259641320536546, 109681480432561299, 110272514001961428, 110267354704594044, 110255337016950714, 109248251993952431, 110267505365961087, 109208339303298149, 110262986457968685, 109304929339233104, 985180, 110231094466419196, 109300026786027792, 110257287942332572, 109459340363793641, 110256132974569271, 110255114024079669, 110250512226091029, 110250324725303428, 109364444394006176, 109355705821308832, 110245608498629277, 107453652801855398, 110244305458437959, 106676597614407749, 110243537118858414, 110068921406778348, 109285302642769321, 110238555773281755, 109485878925575904, 109362213523617083, 353756, 110052317290058058, 110012623161540189, 109717313461398153, 109370705434505148, 110219665322298405, 109643899965718032, 109309155519540482, 108197900630052143, 110209890925364789, 109372315650803905, 109297589383413019, 109401103065500350, 110046074257492906, 109979022118112401, 109336327387696367, 110208277659981358, 109502917860191920, 109893013312480203, 110212261606723537, 109241333178585170, 109524023644102378, 109299660404764413, 110210862724748134, 109353919029109447, 109366947962375636, 109650423995866231, 109331894973388196, 109241524781829062, 110209302464766708, 109342686441035718, 238518, 109325865368355960, 109745944378793475, 109304352088331788, 108021174327627129, 110200161240141675, 109305776225737058, 109520949079004284, 109326717999340579, 109747574144877141, 109752127173926394, 221740, 110200266892494616, 108193397826186777, 109248417735330753, 109444080384740536, 109259463642551361, 109310065593599914, 109676928051118971, 109556752719379707, 109321320809443327, 109291601055319293, 109750155844669314, 109294372691761878, 109539865357341583, 109329716190750583, 109362147883693263, 109368255273369251, 109425696798134660, 109724500075733446, 110050352609763858, 109417451766046838, 109371911380635667, 270139, 109310343521579228, 109710142519395804, 109308677301463223, 1370245, 109349871057039687, 110124993565209742, 109291476758675865, 109370522443590447, 109335633145464845, 109430478257159770, 110203412948269212, 109293355971278336, 108218380701810665, 108482473471691037, 109258808665100842, 109304372337870094, 109523966479598687, 109291868563618350, 109852276775887775, 109942848408741191, 109974918520801764, 109626922815140922, 238872, 109247709333412474, 109293595100781623, 109376473669284618, 110064671446669278, 109348316673012022, 109502693173701131, 109251667580110173, 109411247395456429, 109374092278131297, 109302174427624425, 109905451793731587, 110189507055472194, 110203044522656573, 109484195272672027, 109382916208057152, 109326385268156376, 109364698877992422, 108207432636471988, 300442, 109328810687104391, 109383177913988078, 109303869752512194, 109609068522130327, 1372003, 109365288257509482, 109149432827476906, 109343735924811806, 109506395600228713, 110202732455652053, 109719238023946906, 110202726903342953, 109355641186496152, 106156051400922520, 109443916156208758, 109348134023272766, 109254728462176982, 109292810917776234, 109294956514243400, 109336645626067181, 109248741309440006, 109366626178301347, 106869308300715929, 109308888842019391, 109982834612950091, 109294555287838201, 109557355751807972, 110191746570782100, 109289075551285607, 109297284333746121, 1204956, 504774, 109302061446614997, 109315340478206025, 109293701194527747, 109319876428207302, 1307909, 109409201928224970, 110202383329924854, 109321471203436599, 109520716488783394, 109359148536207366, 109363617413477918, 109574770417023605, 109301385155449800, 109531110819409011, 109503907492909585, 109309053252285612, 109263838347268339]	Journalism
dctrjack	aus.social	[110125128555229673, 108194428751240116, 109362012370149923, 110250512226091029, 27938, 109454333916837559, 270512, 856200, 110180752650826289, 109852080873487503, 109257554026516761, 109223848918067806, 109520923550485380, 110108312296185159, 110071011236754500, 109982927336764618, 109962119688508222, 109994215431894244, 109842528506226084, 109872938614153982, 109258118829144173, 109833957341292248, 109845298550366701, 1282870, 134865, 108170858514828311, 491550, 109846854007629378, 215143, 109837592503131561, 109823651633258885, 6945, 235621, 109767878718878980, 109747016136588575, 109727734928707800, 109362153239536684, 416433, 108080487681172690, 109248178378226165, 109257890590954313, 72915, 109312084113988336, 109327032268528948, 109509206309816436, 109116231756766032, 109245174322333330, 109457138907079405, 109512643769414904, 109520949079004284, 109311554366175237, 109297951478738998, 109337080853060517, 109242193925146446, 107262190025898821, 109354564202240035, 107192220324249637, 497583, 43691, 32434, 480781, 492366, 245558, 147044, 109521115799933251, 109243642328365554, 109510199813377181, 108249373761352091, 109508314644931323, 109301365624091626, 109361023069729587, 430826, 109366610926639805, 228566, 109515488789479340, 109496826231530999, 1135753, 199732, 109247795421047276, 109258445621757446, 109521099053668763, 533337, 573016, 109250015563677888, 109258687622267268, 338275, 257275, 109521125214398086, 109280672007664895, 109248708271454275, 109246938135523762, 108132675625198551, 566086, 692631, 109219534962784597, 235279, 109243279114614804, 20924, 109246523414777826, 108194807513335162, 109359162683646767, 194543, 109354884290960690, 109248995254934530, 109494152774292911, 834875, 465993, 109362277487200078, 109238692240298392, 109498843329780926, 109509809865349800, 20564, 455869, 109513546095078614, 8985, 109503562089806739, 109258084145125670, 451261, 109259009622259873, 109516925911503106, 109521063431631720, 109521101265961768, 109509558238813714, 109234840206704865, 109520738206839480, 109512918394822832, 109245823520648263, 107245, 109524643919191581, 109524654152945359, 518510, 109520910785931951, 107211603805633256, 108193034952613223, 225258, 109504721305048079, 108194673032026055, 109520935197639682, 232331, 228661, 109423191072807394, 109520695865300649, 109243542627532609, 109520362431476512, 109518662675377075, 109517761033217956, 25300, 108195170222352023, 109237360629678411, 109501815006684647, 502021, 489628, 453318, 108141825245563643, 973304, 12171, 109361246586952814, 108243340664949652, 109247398697341845, 76943, 568011, 108199372835852594, 485251, 109382823180908731, 109253199884600038, 109318128778429626, 274870, 109244768001202510, 109253530083844816, 712525, 108176559827658279, 109321993343916231, 108147087055662876, 504181, 1103942, 109379425299234046, 108195688151224488, 109246765628241086, 109248645875060105, 566124, 109258693108953224, 109259755495518948, 109259772431535046, 63926, 109244426587899179, 107215301464188384, 109259960832442380, 533589, 109147124620667636, 329234, 310087, 452117, 109245297411501541, 109362147720450766, 544698, 109362737513712827, 2500, 109353823055952079, 131409, 412002]	Journalism
couts	mastodon.social	[110306534362401017, 110306113029843314, 109389958066301697, 110297104668819060, 109531430632240263, 109380858684560106, 110303550366407096, 110302764974217608, 109504845525273714, 510070, 109488309243266731, 109298716687905562, 109252650325128475, 109449680180097550, 109425943090819415, 109388864483290974, 190296, 110300503332300679, 110024033127522589, 110299231297036925, 109246709110321086, 110300692930375662, 110153763500850524, 110299747637352593, 109302547205105695, 110295030091352744, 110298668246101080, 110284256838102170, 110231715072313184, 110287052419796961, 110295900920577610, 110295291720162577, 110294654023603946, 110294801804839469, 109995706482059356, 109507122955182861, 109601503234229112, 109326208203957351, 109564282512883592, 109372438525205986, 110082524442619280, 109992401475584676, 109808591829187954, 110288021947309342, 110287303600650439, 109729908170221859, 109344898980542370, 651253, 110273705960191476, 109378562942640867, 109355865286135949, 109236100132398241, 110279577422010508, 110216459000616397, 108140798965317764, 231587, 110278890438748612, 51903, 109292718977484990, 110270852161455496, 110277391310122941, 107073643636987210, 110226609707179993, 109336851987706232, 109681480432561299, 110272514001961428, 110272163293403891, 109320837763715849, 109347120154006353, 110271231896849320, 1360817, 110163831857586643, 109719012487840953, 110270102622769897, 65603, 110270043178139899, 110162608545097074, 109353919139909407, 107320904292191785, 110068662603915564, 109375644045635436, 64433, 109524153439832753, 109256463943588366, 110024882328558306, 110268950441538869, 109529113339744679, 109832063691626851, 109340794048621307, 110268507958831440, 109295289824818179, 109333445519840120, 109344681116276311, 110236720350675249, 110267588693459840, 110267899099304945, 109243295678325961, 110238773896832915, 109221862470766411, 109375203460396196, 110262986457968685, 110265179679706361, 385302, 110262812864256181, 110261316391184612, 32962, 110258954736260841, 110231094466419196, 109508579514614198, 109421258320542205, 110238781906680577, 110257287942332572, 110166766144398423, 109303696366285678, 109459340363793641, 109921557753860262, 109548519393530236, 110255114024079669, 109594449950555113, 109873469571611706, 110254833617772126, 110250512226091029, 109396248161954245, 110250345414089005, 110249470162637623, 110249239096617804, 109238564172324619, 109984043706955229, 110244372923721622, 110247631456547291, 110243742798456400, 109589011151965537, 110245608498629277, 109383000640759559, 107453652801855398, 109713092610265186, 110244307298392834, 110242515883146918, 109513059401112001, 110241939527679098, 259671, 110232480314456215, 110239761422178990, 109247096290655007, 109365807792776659, 110239101841648194, 109312750326185777, 110238555773281755, 109519549961939343, 110238434501570073, 110237731328527426, 109304929339233104, 109602843533635245, 109362213523617083, 109321823105149866, 109363669933391510, 110012623161540189, 110232037965638051, 501947, 109619175873489782, 109527133944090772, 109370705434505148, 109258768109778160, 109309686431952934, 109298602355692483, 110219665322298405, 109549266484972486, 109382304980893449, 109510385417830614, 109433152152337902, 109298426354779236, 109365894490060981, 109404805717496594, 110192533108513339, 109368823731267581, 110214662896585629, 418092, 109537968578614841, 109780096012715143, 110218633849059860, 109383517197800501, 110106828007675127, 109408632765932713, 109899793928304464, 109606682590484747, 110205667743701868, 109258830135627621, 109377449919513783, 109340615789801677, 110219272486897497, 109320921399081016, 110218596313438736, 109318862288363726, 108193230634825818, 109296292603736074, 501260, 110218078855316184, 109379656363883000, 110217064643338981, 110140725210671806]	Journalism
scottnover	mas.to	[109860655675869429, 109257554026516761, 109520923550485380, 110106006066602546, 110015350407560779, 110020964923155487, 109842528506226084, 109845298550366701, 109854279796893712, 109751274951954469, 923802, 108080487681172690, 72915, 109355114773234029, 109353590847488589, 109514110925735528, 109520809700012853, 109328753076165083, 107262190025898821, 109521131560181096, 17826, 109578392500629016, 109540512487475878, 109497083008247280, 41972, 109507058223217311, 2400, 492366, 109518420255277924, 109214593460515824, 692631, 109246530404595912, 109303690748759310, 109508102238348654, 109259021840449625, 109245649947897367, 109292147921875411, 109514093864100121, 271107, 108310096140258544, 108195688151224488, 455869, 109513546095078614, 108696798049969632, 517849, 109360757826782273, 455841, 109259567310690326, 109246823307947889, 236826, 109361978994913252, 109362301443416134, 109293758895499988, 109258107569278548, 109241798779513401, 109520959619443116, 308376, 109521095093541779, 108270917052806916, 109362201879573202, 109520738206839480, 8792, 109245796526603920, 465322, 109520913908397056, 109362082953762533, 109362133979810762, 107578117642492313, 37087, 108074444073163957, 109521123556915799, 145866, 109520944679074337, 109520895951083750, 109521067594105606, 109520880936063147, 109314096583402647, 109378574828687453, 109298160658734496, 109520854220365617, 27938, 109355549601815201, 109247386034533773, 109355936978607509, 1037932, 109520500303623958, 109506395290618410, 109520921767658271, 225258, 109353527707943372, 109501147662149000, 109503672517020770, 109504721305048079, 109499923517212179, 109520695865300649, 109362020225230804, 489628, 109362067203316341, 109246973279303153, 109259960879305242, 504181, 6219, 450353, 544698, 109248411734698442, 109362661161372807, 109362071294460246, 109258108678885543, 109363016069515056, 109362092658634258, 237941, 2500, 109353823055952079, 131409, 8817, 109244394900152990, 407495, 20157, 109335408395175417, 108197012196056024, 109337080853060517, 108194024030376887, 1132426, 109326726811429879, 109258038225076886, 108235009051976422, 107272198614640371, 109258242383488369, 109289300716518784, 109249227311384809, 109243184625908674, 109313583679608371, 108079088689041583, 6428, 38463, 1297504, 109317193600523847, 109241558292772538, 109134, 109321124344385419, 1150722, 109253325937471826, 109257536895128391, 237823, 109245981843893237, 4387, 458874, 108197693096000684, 828948, 950816, 109251072677005622, 108184629471353777, 109315309230099697, 109246235139587657, 108192772946992118, 311770, 109312839530733251, 109240990170827357, 464233, 109244081326433869, 109299595546769767, 668022, 109307924440518568, 108131308453178767, 108381794125944588, 108080292545310043, 108195704387460300, 109308968617471699, 531360, 108137692353954000, 109305809564672587, 109258129165640416, 109302708529461352, 1001366, 477191, 109289122214580342, 109308437441141288, 264849, 17781, 109243332098074328, 27421, 109245305420548482, 108197282241729974, 108410712266831057, 108198661865369397, 109257843026382031, 240286, 109287496675080773, 221389, 42163, 108217725522358140, 464362, 109243753148379088, 109214618317337869, 106342324056934555, 841596, 109243937416530949, 477510, 407200, 109242648588325345]	Journalism
joshsternberg	mstdn.social	[]	Journalism
